1986
5952
3968
5952

Atoms

1 1 1 0.982024 1.66671 0.82341
2 1 1 -0.683048 -2.20988 0.63114
3 1 1 2.18885 0.895258 0.593412
4 1 1 2.101 0.0949108 0.773983
5 1 1 0.136501 -1.87221 0.847251
6 1 1 -0.843681 -2.24878 0.548182
7 1 1 -0.997243 -2.25288 0.443681
8 1 1 0.248722 -0.872901 0.53552
9 1 1 -0.934481 -0.936727 -0.725986
10 1 1 -1.8883 -1.14545 -0.727354
11 1 1 0.992741 1.96584 0.729503
12 1 1 2.28185 0.856773 -0.481611
13 1 1 -1.0001 -0.552172 -0.652301
14 1 1 0.0332215 1.41545 0.763214
15 1 1 -1.81114 -1.49107 -0.605612
16 1 1 1.10332 -2.08625 -0.596143
17 1 1 2.09641 1.11099 -0.580618
18 1 1 -0.860133 -0.610939 -0.601266
19 1 1 -0.779082 -1.23408 0.787704
20 1 1 -0.146025 1.99148 -0.825721
21 1 1 -0.946625 -1.30035 0.817731
22 1 1 1.98639 1.63634 0.201211
23 1 1 -0.858631 2.14199 -0.643655
24 1 1 1.07301 1.76701 -0.803972
25 1 1 -0.318857 0.827926 0.528578
26 1 1 0.53815 -1.35702 0.778972
27 1 1 -1.44902 -2.06724 0.345602
28 1 1 1.27889 -0.790266 -0.781968
29 1 1 -0.889719 1.84825 -0.781996
30 1 1 -0.501659 0.81306 0.556857
31 1 1 0.0419436 0.982414 -0.570974
32 1 1 -1.60446 0.876433 0.856034
33 1 1 -1.98185 -0.656017 0.791683
34 1 1 -0.692237 1.75591 0.832191
35 1 1 -0.464037 1.57655 0.837792
36 1 1 -1.96995 -0.826113 0.760173
37 1 1 0.414139 -0.0917281 0.346755
38 1 1 0.797221 1.68247 0.846523
39 1 1 -1.22091 0.429403 -0.709474
40 1 1 0.616063 2.00053 0.786892
41 1 1 -0.248327 -0.745622 0.476866
42 1 1 1.54313 -1.23412 0.814616
43 1 1 -1.87576 -0.970567 0.775737
44 1 1 2.22094 -0.257969 0.697421
45 1 1 -1.26775 0.615482 -0.766379
46 1 1 -0.404669 -0.627253 0.462352
47 1 1 0.436394 -2.33932 0.57145
48 1 1 0.807939 1.9816 0.752615
49 1 1 0.731683 -2.30138 0.533616
50 1 1 -0.472986 -0.146341 0.368675
51 1 1 0.592835 -2.24876 0.616742
52 1 1 1.4156 2.16317 0.005528
53 1 1 -0.16084 1.42084 0.766951
54 1 1 -2.42957 0.501178 -0.416286
